,Title,Tokens
8772,3825	Awareness campaign for Metro workers,"['awareness', 'campaign', 'metro', 'workers']"
8773,3826	Workshop on HIV,['workshop']
8774,3827	Strike likely to affect ART centres,"['strike', 'affect', 'art', 'centres']"
8775,3828	Photo auction raises Rs. 3 lakh,"['photo', 'auction', 'raises', 'rs', 'lakh']"
8776,3829	Ray of hope,"['ray', 'hope']"
8777,3831	Choosing death over life,"['choosing', 'death', 'life']"
8778,3832	Ray of hope,"['ray', 'hope']"
8779,3833	Cardio-vascular diseases on the rise in Godavari districts: study,"['cardio', 'vascular', 'diseases', 'rise', 'godavari', 'districts', 'study']"
8780,3834	For a cause,[]
8781,3835	AIDS workers end strike,"['workers', 'strike']"
8782,3836	07VZ_ORI_SENTIS+07VZ_ORI_SENTISISAT.jpg,"['vzorisentis', 'vzorisentisisat', 'jpg']"
8783,3837	Vatican hits back at U.N. panel report,"['vatican', 'hits', 'panel', 'report']"
8784,3838	Shimoga court helps break sexuality barriers,"['shimoga', 'court', 'helps', 'break', 'sexuality', 'barriers']"
8785,3839	Vatican hits back at U.N. panel report,"['vatican', 'hits', 'panel', 'report']"
8786,3840	Emerging from the shadows,"['emerging', 'shadows']"
8787,3841	Emerging from the shadows,"['emerging', 'shadows']"
8788,3842	Accident insurance scheme likely in budget,"['accident', 'insurance', 'scheme', 'budget']"
8789,3843	High Court provides relief to Bangladesh national,"['high', 'court', 'relief', 'bangladesh', 'national']"
8790,3844	Accident insurance scheme likely in budget,"['accident', 'insurance', 'scheme', 'budget']"
8791,3845	HC comes to rescue of HIV-affected Bangladeshi,"['hc', 'rescue', 'bangladeshi']"
8792,3846	Counsellors sorely missed as stir by AIDS workers continues,"['counsellors', 'sorely', 'missed', 'stir', 'workers', 'continues']"
8793,3847	Strike by AIDS workers: Counsellors sorely missed,"['strike', 'workers', 'counsellors', 'sorely', 'missed']"
8794,3848	Transgenders turn insurance agents,"['transgenders', 'turn', 'insurance', 'agents']"
8795,3849	Genetically modified monkeys created with DNA,"['genetically', 'modified', 'monkeys', 'created', 'dna']"
8796,3850	Strike by AIDS workers: Counsellors sorely missed,"['strike', 'workers', 'counsellors', 'sorely', 'missed']"
8797,3851	Transgenders turn insurance agents,"['transgenders', 'turn', 'insurance', 'agents']"
8798,3852	Transgenders turn insurance agents in Madurai,"['transgenders', 'turn', 'insurance', 'agents', 'madurai']"
8799,3853	Protest hits functioning of ART centre,"['protest', 'hits', 'functioning', 'art', 'centre']"
8800,3854	Transgenders seek free house sites in Ramnad,"['transgenders', 'seek', 'free', 'house', 'sites', 'ramnad']"
8801,3855	ASI makes short film on theft prevention,"['asi', 'short', 'film', 'theft', 'prevention']"
8802,3856	ASI makes short film on theft prevention,"['asi', 'short', 'film', 'theft', 'prevention']"
8803,3857	High BP spreading quickly across the world,"['high', 'bp', 'spreading']"
8804,3858	Do you have a minute?,['minute']
8805,3859	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8806,3860	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8807,3861	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8808,3862	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8809,3863	Myanmar expels aid agency,"['myanmar', 'expels', 'aid', 'agency']"
8810,3865	For campus connect,"['campus', 'connect']"
8811,3867	Nobel laureate bats for HPV vaccination,"['nobel', 'laureate', 'bats', 'hpv', 'vaccination']"
8812,3868	Mob attacks alleged gays in Nigerian capital,"['mob', 'attacks', 'alleged', 'gays', 'nigerian', 'capital']"
8813,3869	Doctors Without Borders expelled from Myanmar,"['doctors', 'borders', 'expelled', 'myanmar']"
8814,3870	Vatican’s moral imperative,"['vatican', 'moral', 'imperative']"
8815,3871	Option B Plus to cut risk of perinatal HIV transmission,"['option', 'cut', 'risk', 'perinatal', 'transmission']"
8816,3872	Hiv_col.eps,"['hivcol', 'eps']"
8817,3873	Much-needed morphine is in short supply,"['needed', 'morphine', 'short', 'supply']"
8818,3874	Vatican’s moral imperative,"['vatican', 'moral', 'imperative']"
8819,3875	Option B Plus to cut risk of perinatal HIV transmission,"['option', 'cut', 'risk', 'perinatal', 'transmission']"
8820,3876	TIRUCHI TODAY,"['tiruchi', 'today']"
8821,3877	Much-needed morphine in short supply,"['needed', 'morphine', 'short', 'supply']"
8822,3878	Nobel laureate pitches for vaccination against cancer,"['nobel', 'laureate', 'pitches', 'vaccination', 'cancer']"
8823,3879	Hiv-city_col.ep+Hiv-city_col.eps.jp.jpg,"['citycol', 'ep', 'citycol', 'eps', 'jp', 'jpg']"
8824,3880	th19-Vinaya-HIV+Hiv_BW.eps.jpg.jpg,"['vinaya', 'hivbw', 'eps', 'jpg', 'jpg']"
8825,3881	th19-Vinaya-HIV+Hiv_col.eps.jpg.jpg,"['vinaya', 'hivcol', 'eps', 'jpg', 'jpg']"
8826,3883	Hiv-city_col.ep+Hiv-city_bw.eps.jpg.jpg,"['citycol', 'ep', 'citybw', 'eps', 'jpg', 'jpg']"
8827,3885	Engagements,['engagements']
8828,3886	Greek financial crisis takes toll on citizens’ health,"['greek', 'financial', 'crisis', 'takes', 'toll', 'citizens', 'health']"
8829,3887	Was the best man nominated?,"['best', 'man', 'nominated']"
8830,3888	Catalyst for Change,"['catalyst', 'change']"
8831,3889	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8832,3890	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8833,3891	“Turning genes on and off can be fate-changing”,"['turning', 'genes', 'fate', 'changing']"
8834,3892	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8835,3893	Matthew McConaughey Dallas Buyers Club,"['matthew', 'mcconaughey', 'dallas', 'buyers', 'club']"
8836,3894	Catalyst for CHANGE,"['catalyst', 'change']"
8837,3897	Uganda's President signs anti-gay Bill,"['uganda', 'president', 'signs', 'anti', 'gay', 'bill']"
8838,3898	Spreading awareness through magic shows,"['spreading', 'awareness', 'magic']"
8839,3899	‘Blood Mobile’ faces a bumpy ride,"['blood', 'mobile', 'faces', 'bumpy', 'ride']"
8840,3900	Indian pharma industry could face U.S. sanctions,"['indian', 'pharma', 'industry', 'face', 'sanctions']"
8841,3901	23DA_contract-w+24MN_AIDS.jpg.jpg,"['dacontract', 'mnaids', 'jpg', 'jpg']"
8842,3902	ENGAGEMENTS,['engagements']
8843,3903	Session on road safety to be held,"['session', 'road', 'safety', 'held']"
8844,3904	Mother of arrested youth files petition,"['mother', 'arrested', 'youth', 'files', 'petition']"
8845,3905	Rs.100 crore worth projects for Kollam,"['rs', 'crore', 'worth', 'projects', 'kollam']"
8846,3906	2 held for abusing couple with HIV in Chennai,"['held', 'abusing', 'couple', 'chennai']"
8847,3907	Celebrating the truck,"['celebrating', 'truck']"
8848,3908	Celebrating the truck,"['celebrating', 'truck']"
8849,3909	It’s time to act,['time']
8850,3910	Story of MSF,"['story', 'msf']"
8851,3911	It’s time to act,['time']
8852,3912	22mpVenugopal.jpg,"['mpvenugopal', 'jpg']"
8853,3913	Cuddalore chapter of paediatric forum wins national awards,"['cuddalore', 'chapter', 'paediatric', 'forum', 'wins', 'national', 'awards']"
8854,3914	22mpwriterVenug+22mpVenugopal.jpg.jpg,"['mpwritervenug', 'mpvenugopal', 'jpg', 'jpg']"
8855,3915	‘India emerging as global capital of hepatitis virus infections’,"['india', 'emerging', 'global', 'capital', 'hepatitis', 'virus', 'infections']"
8856,3917	Celebrating the truck,"['celebrating', 'truck']"
8857,3918	TIRUCHI TODAY,"['tiruchi', 'today']"
8858,3919	ISBS..TemplateL+06ISBS_ICE_.jpg.jpg,"['isbs', 'templatel', 'isbsice', 'jpg', 'jpg']"
8859,3920	South Africa’s continuing conundrum,"['south', 'africa', 'continuing', 'conundrum']"
8860,3921	South Africa’s continuing conundrum,"['south', 'africa', 'continuing', 'conundrum']"
8861,3922	TANSACS to rope in college students as blood donors,"['tansacs', 'rope', 'college', 'students', 'blood', 'donors']"
8862,3923	IPAQT: subsidised Xpert TB test in private labs gets popular,"['ipaqt', 'subsidised', 'xpert', 'tb', 'test', 'private', 'labs', 'popular']"
8863,3924	IPAQT: subsidised Xpert TB test in private labs gets popular,"['ipaqt', 'subsidised', 'xpert', 'tb', 'test', 'private', 'labs', 'popular']"
8864,3925	We are family,['family']
8865,3926	Third line HIV treatment through government soon,"['third', 'treatment', 'government']"
8866,3927	18JanPykke01-HI+TH19_HIV-Therapy_Bw.jpg,"['janpykke', 'thhiv', 'therapybw', 'jpg']"
8867,3928	Doctors Without Borders to step up awareness drive,"['doctors', 'borders', 'step', 'awareness', 'drive']"
8868,3929	NMCT silver jubilee celebrations,"['nmct', 'silver', 'jubilee', 'celebrations']"
8869,3930	WE ARE FAMILY,['family']
8870,3931	Happy home,['happy']
8871,3932	Happy home,['happy']
8872,3933	Solomon Raj and his happy home,"['solomon', 'raj', 'happy']"
8873,3934	10isbs_word_GUL+14ISBS_WORD.jpg.jpg,"['isbswordgul', 'isbsword', 'jpg', 'jpg']"
8874,3935	On the forgotten concept of public space,"['forgotten', 'concept', 'public', 'space']"
8875,3936	briefly2,[]
8876,3937	‘Future research in science will be multidisciplinary’,"['future', 'science', 'multidisciplinary']"
8877,3938	Time Trust donates clothes to poor,"['time', 'trust', 'donates', 'clothes', 'poor']"
8878,3939	Repeal Section 377,['repeal']
8879,3940	A home for the HIV positive,['positive']
8880,3941	Karunalayam: A home for the HIV positive,"['karunalayam', 'positive']"
8881,3943	On the forgotten concept of public space,"['forgotten', 'concept', 'public', 'space']"
8882,3944	Bengal sex workers’ fair to celebrate women in resistance,"['bengal', 'sex', 'workers', 'fair', 'celebrate', 'women', 'resistance']"
8883,3947	VVS wants no Laxman rekha for HIV-positive kids,"['vvs', 'laxman', 'rekha', 'positive', 'kids']"
8884,3948	VVS wants no Laxman rekha for HIV-positive kids,"['vvs', 'laxman', 'rekha', 'positive', 'kids']"
8885,3949	Happy home,['happy']
8886,3950	Schoolchildren celebrate New Year,"['schoolchildren', 'celebrate', 'year']"
8887,3951	‘R&D needed to come out with potent drugs’,"['needed', 'potent', 'drugs']"
8888,3952	Arunodaya School boys shine,"['arunodaya', 'school', 'boys', 'shine']"
8889,3953	01jan_tysms06_P+PER01HIV.jpg.jpg,"['jantysmsp', 'perhiv', 'jpg', 'jpg']"
8890,3954	Majority of Indians prone to malaria,"['majority', 'indians', 'prone', 'malaria']"
8891,3955	Setting standards for media coverage of children’s issues,"['setting', 'standards', 'media', 'coverage', 'children', 'issues']"
8892,3956	Neighbours hound couple with HIV,"['neighbours', 'hound', 'couple']"
8893,3957	22JANPPR01_HIV-+TH-HOUSE_FIRE_1.jpg.jpg,"['janpprhiv', 'housefire', 'jpg', 'jpg']"
8894,3958	Neighbours hound Chennai couple with HIV,"['neighbours', 'hound', 'chennai', 'couple']"
8895,3959	Setting standards for media coverage of children’s issues,"['setting', 'standards', 'media', 'coverage', 'children', 'issues']"
8896,3960	Treatment of HIV patients may be affected,"['treatment', 'patients']"
8897,3961	2 held for abusing couple with HIV,"['held', 'abusing', 'couple']"
8898,3962	Majority of Indians prone to malaria,"['majority', 'indians', 'prone', 'malaria']"
8899,3963	‘14 officials died in line of duty’,"['officials', 'died', 'duty']"
8900,3964	Alarming number of young tobacco users in State,"['alarming', 'number', 'young', 'tobacco', 'users', 'state']"
8901,3965	‘Long-term outcomes in South African patients with XDR-TB poor’,"['long', 'term', 'outcomes', 'south', 'african', 'patients', 'xdr', 'tb', 'poor']"
8902,3966	‘Research offers hope for HIV patients’,"['offers', 'hope', 'patients']"
8903,3967	A novel experience,"['novel', 'experience']"
8904,3968	A novel experience,"['novel', 'experience']"
8905,3969	‘Long-term outcomes in South African patients with XDR-TB poor’,"['long', 'term', 'outcomes', 'south', 'african', 'patients', 'xdr', 'tb', 'poor']"
8906,3970	18JanPykke01-HI+TH19_HIV-Therapy_Co.jpg,"['janpykke', 'thhiv', 'therapyco', 'jpg']"
8907,3971	VZ19_HIV-Therap+VZ19_HIV-Therapy_Ci.jpg,"['vzhiv', 'therap', 'vzhiv', 'therapyci', 'jpg']"
8908,3972	TH19_HIV-Therap+TH19_HIV-Therapy_Ci.jpg,"['thhiv', 'therap', 'thhiv', 'therapyci', 'jpg']"
8909,3973	Doctors Without Borders to step up awareness drive,"['doctors', 'borders', 'step', 'awareness', 'drive']"
8910,3974	Parents getting a raw deal instead of free seats under RTE,"['parents', 'raw', 'deal', 'free', 'seats', 'rte']"
8911,3975	Doctors Without Borders to step up awareness drive,"['doctors', 'borders', 'step', 'awareness', 'drive']"
8912,3976	Community Pongal celebrations by Isha,"['community', 'pongal', 'celebrations', 'isha']"
8913,3977	TH19_HIV-Therap+TH19_HIV-Therapy_Ci.jpg,"['thhiv', 'therap', 'thhiv', 'therapyci', 'jpg']"
8914,3978	Parents getting a raw deal instead of free seats under RTE,"['parents', 'raw', 'deal', 'free', 'seats', 'rte']"
8915,3980	The doc-lit’s progress,"['doc', 'lit', 'progress']"
8916,3982	The doc-lit’s progress,"['doc', 'lit', 'progress']"
8917,3983	17DEC-thsts-kid+TH-FAITH_HOME_5.jpg.jpg,"['dec', 'thsts', 'kid', 'faithhome', 'jpg', 'jpg']"
8918,3985	TANSACS gathers evidence of funds going into wrong hands,"['tansacs', 'gathers', 'evidence', 'funds', 'going', 'wrong', 'hands']"
8919,3986	Woman alleges discrimination in CMCH,"['woman', 'alleges', 'discrimination', 'cmch']"
8920,3987	Transgender seeks State government’s support,"['transgender', 'seeks', 'state', 'government', 'support']"
8921,3988	Lupin launches HIV drug in the U.S.,"['lupin', 'launches', 'drug']"
8922,3990	Welfare assistance distributed,"['welfare', 'assistance', 'distributed']"
8923,3992	Lupin launches HIV drug in the U.S.,"['lupin', 'launches', 'drug']"
8924,3993	Over the rainbow,['rainbow']
8925,3995	Donations to retreat centre,"['donations', 'retreat', 'centre']"
8926,3996	Being gay in spite of laws,"['gay', 'spite', 'laws']"
8927,3998	Making significant strides in medical education,"['making', 'strides', 'medical', 'education']"
8928,3999	Anti-AIDS projects take a hit,"['anti', 'projects', 'hit']"
8929,4000	Health for all,['health']
8930,4001	Making significant strides in medical education,"['making', 'strides', 'medical', 'education']"
8931,4002	Making significant strides in medical education,"['making', 'strides', 'medical', 'education']"
8932,4003	Health for all,['health']
8933,4004	A forgiving spirit and an optimistic outlook mark their respect for Madiba,"['forgiving', 'spirit', 'optimistic', 'outlook', 'mark', 'respect', 'madiba']"
8934,4005	TANSACS gathers evidence of HIV funds going into wrong hands,"['tansacs', 'gathers', 'evidence', 'funds', 'going', 'wrong', 'hands']"
8935,4006	Health for all,['health']
8936,4011	Clinical trials on child-friendly bedaquiline MDR-TB drug for children initiated,"['clinical', 'trials', 'child', 'friendly', 'bedaquiline', 'mdr', 'tb', 'drug', 'children', 'initiated']"
8937,4013	AU to encourage research in immunology,"['au', 'encourage', 'immunology']"
8938,4014	New method to prevent HIV transmission from mother to child,"['method', 'prevent', 'transmission', 'mother', 'child']"
8939,4015	Circular ensures insurance cover for HIV persons,"['circular', 'ensures', 'insurance', 'cover', 'persons']"
8940,4016	Circular ensures insurance cover for HIV persons,"['circular', 'ensures', 'insurance', 'cover', 'persons']"
8941,4017	HIV returns after bone marrow transplant,"['returns', 'bone', 'marrow', 'transplant']"
8942,4018	Invited,['invited']
8943,4019	ICWO aims to achieve ‘zero HIV infection’,"['icwo', 'aims', 'achieve', 'infection']"
8944,4020	Lupin to market HIV drug in the U.S.,"['lupin', 'market', 'drug']"
8945,4022	LGBT members a rattled lot,"['lgbt', 'members', 'rattled', 'lot']"
8946,4024	Bench: why has not Parliament revisited Section 377 so far?,"['bench', 'parliament', 'revisited']"
8947,4025	Bench: why has not Parliament revisited Section 377 so far?,"['bench', 'parliament', 'revisited']"
8948,4026	LGBT community seeks space in election manifesto,"['lgbt', 'community', 'seeks', 'space', 'election', 'manifesto']"
8949,4027	Health Ministry worried SC verdict will affect AIDS control,"['health', 'ministry', 'worried', 'sc', 'verdict', 'affect', 'control']"
8950,4028	Making significant strides in medical education,"['making', 'strides', 'medical', 'education']"
8951,4029	Health for all,['health']
8952,4030	LGBT community seeks space in election manifesto,"['lgbt', 'community', 'seeks', 'space', 'election', 'manifesto']"
